Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Quarter,Week_of_Year,Is_Weekend,Sales_Lag_4,Sales_Rolling_Mean_8,Sales_Change_Pct,Store_mean,Store_median,Store_std,Month_August,Month_December,Month_February,Month_January,Month_July,Month_June,Month_March,Month_May,Month_November,Month_October,Month_September,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday,Record_ID
2,2011-01-07,1866243.0,0,1.4269869,0.44451228,1.1132952,-0.07803212,2011,1,1,False,2137809.5,1994364.3150000002,-0.12703026158317665,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,649
2,2011-02-09,1809119.7,0,1.5627251,0.46462914,1.1289911,-0.07803212,2011,1,6,False,1990483.78,1990613.17375,-0.09111557794256431,1951954.5314035087,1933756.21,122384.0415876896,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,650
2,2011-02-12,1954952.0,0,-0.6035894,-0.34228015,1.2033342,-0.33713204,2011,1,6,True,1916812.74,1937641.355,0.01989722793683013,1951954.5314035087,1933756.21,122384.0415876896,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,651
2,2011-03-06,1933756.21,0,1.2830056,0.8356733,1.1155608,-0.028229497,2011,1,9,True,1800171.36,1926168.53625,0.0742067410738052,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,652
2,2011-04-02,1929346.23,0,-1.1800643,-0.7513228,1.0465027,0.032920342,2011,2,13,True,1866243.0,1900110.6275,0.033812976123688054,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,653
2,2011-04-03,1981607.78,0,-0.10734846,-0.08299629,1.0785456,0.032920342,2011,2,13,True,1809119.7,1899001.1275000002,0.0953436524957414,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,654
2,2011-04-11,1959707.9,0,-0.230447,0.015352771,1.1810001,-0.33713204,2011,2,15,False,1954952.0,1904363.0225,0.0024327451517991427,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,655
2,2011-05-08,1876704.26,0,1.5627251,0.8021452,1.1225231,-0.07803212,2011,2,18,True,1933756.21,1913929.6349999998,-0.029503176100983297,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,656
2,2011-06-05,1837743.6,0,0.0965335,1.298361,1.1288378,-0.028229497,2011,2,22,True,1929346.23,1910367.21,-0.047478585531016804,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,657
2,2011-07-01,1758050.79,0,-0.826156,-0.7803805,1.0168704,0.032920342,2011,3,26,False,1981607.78,1903983.59625,-0.11281596300555496,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,658
2,2011-07-10,1837553.43,0,0.5603512,-0.0897019,1.1608168,-0.33713204,2011,3,27,True,1959707.9,1889308.775,-0.06233299870863407,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,659
2,2011-08-04,1847552.61,0,0.39988348,0.6635625,1.1104411,-0.028229497,2011,3,31,False,1876704.26,1878533.325,-0.01553342773357369,1951954.5314035087,1933756.21,122384.0415876896,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,660
2,2011-08-07,1853161.99,0,1.5374459,0.3461632,1.1156665,-0.07803212,2011,3,31,True,1837743.6,1869010.2950000002,0.00838984829004441,1951954.5314035087,1933756.21,122384.0415876896,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,661
2,2011-09-09,1748000.65,1,1.0027366,0.4936868,1.1306263,-0.07803212,2011,3,36,False,1758050.79,1839809.4037499998,-0.005716638027277954,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,662
2,2011-09-12,2079678.9279999996,0,-0.98717326,-0.37357304,1.209623,-0.33713204,2011,3,37,False,1837553.43,1881164.58125,0.24652120727722182,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,663
2,2011-10-06,1929153.16,0,1.3011407,0.7216778,1.1097066,-0.028229497,2011,4,40,False,1847552.61,1887720.69375,0.04416683430735957,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,664
2,2011-11-02,2079678.9279999996,1,-1.4581351,-0.67756104,1.0559306,0.032920342,2011,4,44,False,1853161.99,1929007.9449999998,0.16991478440586838,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,665
2,2011-11-03,1879107.31,0,-0.3859688,0.2992239,1.0858852,0.032920342,2011,4,44,False,1748000.65,1944140.01,0.07500378217822745,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,666
2,2011-11-11,1920725.15,0,-0.021619117,-0.062879436,1.1850947,-0.33713204,2011,4,45,False,2290549.32,1954536.475,-0.1614565409139498,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,667
2,2011-12-08,1812768.26,0,1.5627251,0.69932574,1.1240946,-0.07803212,2011,4,49,False,1929153.16,1950188.43125,-0.0603295282164118,1951954.5314035087,1933756.21,122384.0415876896,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,668
2,2012-01-06,1910092.37,0,1.025268,0.39310256,1.2806953,-0.6838593,2012,1,1,False,2168041.61,1957304.7287499998,-0.11897799323141212,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,669
2,2012-02-03,1952555.66,0,-0.05129466,0.6814441,1.2577246,-0.5792105,2012,1,5,False,1879107.31,1982874.105,0.03908683107618782,1951954.5314035087,1933756.21,122384.0415876896,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,670
2,2012-03-02,1935299.94,0,-0.2480325,0.077938534,1.2404742,-0.5792105,2012,1,9,False,1920725.15,1938467.9324999999,0.007588170540693939,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,671
2,2012-03-08,1946104.64,0,1.5627251,0.20534526,1.2858516,-0.8893738,2012,1,10,False,1812768.26,1940586.8675,0.0735540129106187,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,672
2,2012-04-05,1923957.09,0,0.9345927,0.9474336,1.2787586,-0.6838593,2012,2,14,False,1910092.37,1910076.3025,0.007258664668662096,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,673
2,2012-05-10,1998321.04,0,0.5795854,0.6523864,1.2860674,-1.138387,2012,2,19,False,1952555.66,1924978.0187499998,0.023438706991840697,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,674
2,2012-06-01,1799520.14,0,-0.7129493,-0.37580824,1.228796,-0.5792105,2012,2,22,False,1935299.94,1909827.3925,-0.07015956400019319,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,675
2,2012-06-04,2079678.9279999996,0,0.4784687,1.2648329,1.272732,-0.6838593,2012,2,23,False,1946104.64,1949360.84875,0.09399868138642353,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,676
2,2012-06-07,2041507.4,0,1.3451043,-0.21934384,1.2841779,-0.8893738,2012,2,23,False,1923957.09,1965787.7275,0.06109819736156363,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,677
2,2012-07-09,1898777.07,1,1.5346981,0.9049647,1.2860674,-0.8893738,2012,3,28,False,1998321.04,1959065.40375,-0.04981380269108304,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,678
2,2012-08-06,2010216.49,0,1.0423039,0.28357747,1.2807585,-0.6838593,2012,3,32,False,1799520.14,1968429.9725000001,0.11708474126885848,1951954.5314035087,1933756.21,122384.0415876896,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,679
2,2012-09-03,1937628.26,0,-0.14361855,0.7686171,1.2631118,-0.5792105,2012,3,36,False,2129035.91,1967370.425,-0.08990343897017694,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,680
2,2012-10-02,2079678.9279999996,1,-0.7003097,0.18746361,1.2428521,-0.5792105,2012,4,40,False,2041507.4,1989791.12375,0.030279233864153543,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,681
2,2012-10-08,1866719.96,0,1.5627251,0.3774561,1.2860674,-0.8893738,2012,4,41,False,1898777.07,1973340.98875,-0.016883029875645272,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,682
2,2012-11-05,1917520.99,0,0.7774223,0.81108606,1.2801317,-0.6838593,2012,4,45,False,2010216.49,1988091.095,-0.04611219759718521,1951954.5314035087,1933756.21,122384.0415876896,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,683
2,2012-12-10,1900745.13,0,0.0685066,0.6166231,1.2860674,-1.138387,2012,4,50,False,1937628.26,1959554.7475,-0.019035194088261376,1951954.5314035087,1933756.21,122384.0415876896,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,684
20,2010-01-10,1933719.21,0,0.07455162,-1.3816508,0.85889316,-0.31002414,2010,1,1,True,,1933719.21,,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,685
20,2010-02-04,2079678.9279999996,0,-0.4793918,-1.0620164,0.8369132,-0.07551065,2010,1,5,False,,2169557.215,,2169370.4477192983,2143126.59,167719.24367826228,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,686
20,2010-02-07,2079678.9279999996,0,0.57024306,-1.1402487,0.8481554,-0.28291655,2010,1,5,True,,2160930.4,,2169370.4477192983,2143126.59,167719.24367826228,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,687
20,2010-03-09,2079678.9279999996,0,0.86699843,-1.3637692,0.8556533,-0.28291655,2010,1,10,False,,2151088.1525,,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,688
20,2010-03-12,2079678.9279999996,0,-1.3328384,-0.6239161,0.85735476,-0.31002414,2010,1,10,False,1933719.21,2204080.756,0.24943226374629646,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,689
20,2010-04-06,2079678.9279999996,0,0.7032334,-1.068722,0.8466017,-0.07551065,2010,2,14,False,2405395.22,2204003.855,-0.08388470564932782,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,690
20,2010-05-02,2079678.9279999996,0,-1.8146812,-1.20954,0.842586,0.13315625,2010,2,17,True,2143676.77,2232202.6571428576,0.1202227423493516,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,691
20,2010-05-03,2079678.9279999996,0,-1.5372698,-1.2251865,0.8488973,0.13315625,2010,2,18,False,2121561.41,2218079.04,-0.0011065859272015865,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,692
20,2010-05-11,2079678.9279999996,0,-0.9311195,-0.9122576,0.86594206,-0.31002414,2010,2,19,False,2416051.17,2249403.71875,-0.0959145786634974,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,693
20,2010-06-08,1910177.38,0,0.8158906,-1.20954,0.85491097,-0.28291655,2010,2,23,False,2203619.35,2187501.48875,-0.1331636382662914,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,694
20,2010-07-05,2079678.9279999996,0,0.38559523,-0.8027325,0.8263018,-0.07551065,2010,3,27,False,2401395.47,2186692.1900000004,-0.11001648553955179,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,695
20,2010-08-10,2060389.27,0,-0.45191446,-1.2542441,0.86060286,-0.31002414,2010,3,32,False,2119213.72,2179045.6725000003,-0.027757677031271855,2169370.4477192983,2143126.59,167719.24367826228,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,696
20,2010-09-04,2007796.26,0,0.29546952,-1.0195475,0.83240205,-0.07551065,2010,3,35,True,2184316.64,2128013.80875,-0.08081263346508227,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,697
20,2010-09-07,2079678.9279999996,0,1.0093311,-1.1894232,0.8455353,-0.28291655,2010,3,36,False,1910177.38,2115972.12125,0.1031885688019194,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,698
20,2010-10-09,2014954.79,1,0.29107314,-1.3995324,0.8548435,-0.28291655,2010,4,40,True,2137202.38,2067667.0362500001,-0.057199819326422374,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,699
20,2010-10-12,2079678.9279999996,0,-1.8146812,-0.48309812,0.85384804,-0.31002414,2010,4,41,False,2060389.27,2146780.58125,0.33572918480593716,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,700
20,2010-11-06,2079678.9279999996,0,0.41746897,-1.1536598,0.85334134,-0.07551065,2010,4,44,True,2007796.26,2136302.225,0.04616680080876345,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,701
20,2010-12-02,2079678.9279999996,1,-1.8146812,-1.2341273,0.8461278,0.13315625,2010,4,48,False,2107285.85,2161168.54,0.0008646430193606225,2169370.4477192983,2143126.59,167719.24367826228,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,702
20,2010-12-03,2010974.84,0,-0.8739666,-1.133543,0.8496891,0.13315625,2010,4,48,False,2014954.79,2145390.0975,-0.001975205607466779,2169370.4477192983,2143126.59,167719.24367826228,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,703
20,2010-12-11,2079678.9279999996,0,-0.95310134,-0.88096476,0.867195,-0.31002414,2010,4,49,True,2752122.08,2161312.09875,-0.2050624149638014,2169370.4477192983,2143126.59,167719.24367826228,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,704
20,2011-01-04,1927993.09,0,-1.4999007,0.69932574,0.9355123,-0.43421552,2011,1,1,False,2100489.79,2151336.7025,-0.08212213209567654,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,705
20,2011-01-07,2053165.41,0,0.546063,0.94519836,0.9470755,-0.4424109,2011,1,1,False,2109107.9,2144571.6475,-0.026524242785302743,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,706
20,2011-02-09,2079678.9279999996,0,0.6098104,0.84461415,0.963126,-0.4424109,2011,1,6,False,2010974.84,2160423.04625,0.06503867547144448,2169370.4477192983,2143126.59,167719.24367826228,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,707
20,2011-02-12,2079678.9279999996,0,-0.73657984,0.28357747,1.0315576,-0.56345046,2011,1,6,True,2187765.28,2103754.89,0.05074198361901061,2169370.4477192983,2143126.59,167719.24367826228,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,708
20,2011-03-06,2079678.9279999996,0,0.7576386,1.3341242,0.94759893,-0.43421552,2011,1,9,True,1927993.09,2113974.5025,0.13187474650129571,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,709
20,2011-04-02,2079678.9279999996,0,-1.7114763,-0.21040301,0.8805669,-0.39891255,2011,2,13,True,2053165.41,2144228.89875,0.14513085918391733,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,710
20,2011-04-03,2079678.9279999996,0,-1.2306226,0.24110855,0.9107933,-0.39891255,2011,2,13,True,2141765.98,2160785.12,0.0007744216760787737,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,711
20,2011-04-11,2079678.9279999996,0,-0.8706693,0.50486284,1.0110307,-0.56345046,2011,2,15,False,2298776.83,2172827.7849999997,-0.006381754769992143,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,712
20,2011-05-08,2079678.9279999996,0,0.99339426,1.1553078,0.95690715,-0.4424109,2011,2,18,True,2182246.69,2205497.8525,0.0032567078839285113,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,713
20,2011-06-05,2079678.9279999996,0,-0.34695098,1.5151758,0.95895267,-0.43421552,2011,2,22,True,2351143.07,2210206.9812499997,-0.11071407492016205,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,714
20,2011-07-01,1843030.95,0,-1.5548553,-0.29534084,0.8528518,-0.39891255,2011,3,26,False,2143424.61,2172865.1025,-0.1401465946590955,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,715
20,2011-07-10,2079678.9279999996,0,-0.40135613,0.57638943,0.9926405,-0.56345046,2011,3,27,True,2284106.6,2152515.8475,-0.06484977977822926,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,716
20,2011-08-04,2027056.39,0,-0.6942647,0.88261265,0.94131416,-0.43421552,2011,3,31,False,2189353.63,2133117.06,-0.07413020801029757,2169370.4477192983,2143126.59,167719.24367826228,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,717
20,2011-08-07,2079678.9279999996,0,0.82248515,0.8624958,0.94973534,-0.4424109,2011,3,31,True,2090838.44,2104697.65,0.01575891726957157,2169370.4477192983,2143126.59,167719.24367826228,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,718
20,2011-09-09,2050542.56,1,0.49550465,0.9228463,0.96466094,-0.4424109,2011,3,36,False,1843030.95,2093087.39375,0.11259258017343665,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,719
20,2011-09-12,2079678.9279999996,0,-0.99376786,0.20087485,1.0373696,-0.56345046,2011,3,37,False,2135982.79,2125839.54125,0.1920151191854873,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,720
20,2011-10-06,2079678.9279999996,0,0.7647827,1.2424808,0.942445,-0.43421552,2011,4,40,False,2027056.39,2119053.0925000003,0.05328201550426526,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,721
20,2011-11-02,2079678.9279999996,1,-1.8146812,-0.19252136,0.88934654,-0.39891255,2011,4,44,False,2123787.79,2134121.8049999997,0.04124722366917832,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,722
20,2011-11-03,1990932.77,0,-1.1097223,0.5741542,0.91777086,-0.39891255,2011,4,44,False,2050542.56,2152609.5324999997,-0.029070252509170058,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,723
20,2011-11-11,2079678.9279999996,0,-0.68437284,0.45792353,1.0147262,-0.56345046,2011,4,45,False,2546123.78,2169358.665,-0.10845817166045235,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,724
20,2011-12-08,2052246.4,0,0.7581881,1.0882516,0.9585119,-0.4424109,2011,4,49,False,2135062.04,2172507.41625,-0.0387883997975067,2169370.4477192983,2143126.59,167719.24367826228,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,725
20,2012-01-06,2079678.9279999996,0,0.76643133,0.93178713,1.1059959,-0.5275168,2012,1,1,False,2211388.14,2174924.7662500003,-0.030868190330441192,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,726
20,2012-02-03,2079678.9279999996,0,-1.0849926,1.0971924,1.0835123,-0.6397303,2012,1,5,False,1990932.77,2187209.79125,0.07930453121227177,2169370.4477192983,2143126.59,167719.24367826228,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,727
20,2012-03-02,2079678.9279999996,0,-1.0877404,0.6523864,1.0669422,-0.6397303,2012,1,9,False,2269975.85,2144384.71875,-0.029274606599889563,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,728
20,2012-03-08,2079678.9279999996,0,0.8246833,0.73508906,1.1109045,-0.43862838,2012,1,10,False,2052246.4,2139316.4275,0.020596605748705477,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,729
20,2012-04-05,2079678.9279999996,0,0.16577643,1.3989452,1.1040986,-0.5275168,2012,2,14,False,2143126.59,2133331.7712499998,0.009511477341149543,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,730
20,2012-05-10,2079678.9279999996,0,0.05751566,1.4749422,1.1411344,-0.430433,2012,2,19,False,2148822.76,2165266.66125,0.045415160252677333,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,731
20,2012-06-01,1964701.94,0,-1.4454955,0.2165213,1.0553744,-0.6397303,2012,2,22,False,2203523.2,2127107.4225,-0.10838155005583794,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,732
20,2012-06-04,2079678.9279999996,0,-0.53104925,1.4995294,1.0980042,-0.5275168,2012,2,23,False,2094515.71,2191234.1125,0.22475086138169864,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,733
20,2012-06-07,2079678.9279999996,0,1.0703309,0.3349872,1.109473,-0.43862838,2012,2,23,False,2163510.89,2218100.20125,0.08992069829609206,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,734
20,2012-07-09,2079678.9279999996,1,0.9142595,1.3095369,1.123063,-0.43862838,2012,3,28,False,2246411.89,2209563.48875,-0.07384346153901455,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,735
20,2012-08-06,2079678.9279999996,0,0.1256595,0.81332123,1.1060314,-0.5275168,2012,3,32,False,1964701.94,2213118.355,0.13603090858657163,2169370.4477192983,2143126.59,167719.24367826228,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,736
20,2012-09-03,2079678.9279999996,0,-1.0212452,1.1687189,1.0886071,-0.6397303,2012,3,36,False,2565259.92,2218712.06625,-0.1660629071848595,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,737
20,2012-10-02,2079678.9279999996,1,-1.4427478,0.70379615,1.0693704,-0.6397303,2012,4,40,False,2358055.3,2256145.4899999998,0.044495555299318035,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,738
20,2012-10-08,2079678.9279999996,0,0.861503,0.88708305,1.1110352,-0.43862838,2012,4,41,False,2080529.06,2243374.6774999998,0.03062506130051368,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,739
20,2012-11-05,2079678.9279999996,0,0.19050604,1.2603624,1.1054993,-0.5275168,2012,4,45,False,2231962.13,2268799.07375,-0.02861384570176373,2169370.4477192983,2143126.59,167719.24367826228,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,740
20,2012-12-10,2079678.9279999996,0,-0.68821967,1.5084703,1.1459701,-0.430433,2012,4,50,False,2139265.4,2218510.5037499997,0.011072006306463766,2169370.4477192983,2143126.59,167719.24367826228,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,741
21,2010-01-10,677158.39,0,0.5801349,-1.5604674,1.0236443,0.11802624,2010,1,1,True,,677158.39,,734372.0652631578,735796.38,63735.721422667724,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,742
21,2010-02-04,753664.12,0,0.24161392,-1.3548284,1.0019156,0.14135134,2010,1,5,False,,715411.255,,734372.0652631578,735796.38,63735.721422667724,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,743
21,2010-02-07,711470.8,0,1.2401409,-1.4665886,1.0121533,0.07767973,2010,1,5,True,,714097.77,,734372.0652631578,735796.38,63735.721422667724,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,744
21,2010-03-09,727772.8,0,1.2555282,-1.5604674,1.020035,0.07767973,2010,1,10,False,,717516.5275000001,,734372.0652631578,735796.38,63735.721422667724,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,745
21,2010-03-12,829210.73,0,-0.51071596,-1.3794156,1.0219997,0.11802624,2010,1,10,False,677158.39,739855.368,0.22454471840775692,734372.0652631578,735796.38,63735.721422667724,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,746
21,2010-04-06,806012.48,0,1.2615732,-1.3861213,1.0109581,0.14135134,2010,2,14,False,753664.12,750881.5533333333,0.06945847441961273,734372.0652631578,735796.38,63735.721422667724,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,747
21,2010-05-02,798593.88,0,-1.1361005,-1.5604674,1.0088873,0.2195229,2010,2,17,True,711470.8,757697.6,0.12245489203492244,734372.0652631578,735796.38,63735.721422667724,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,748
21,2010-05-03,747444.32,0,-0.61073357,-1.5604674,1.0153842,0.2195229,2010,2,18,False,727772.8,756415.94,0.027029754340915035,734372.0652631578,735796.38,63735.721422667724,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,749
21,2010-05-11,719888.76,0,-0.055691034,-1.4218845,1.0308949,0.11802624,2010,2,19,False,829210.73,761757.2362500001,-0.13183858583209596,734372.0652631578,735796.38,63735.721422667724,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,750
21,2010-06-08,739279.19,0,1.5627251,-1.5604674,1.0193224,0.07767973,2010,2,23,False,806012.48,759959.12,-0.08279436318405398,734372.0652631578,735796.38,63735.721422667724,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,751
